location,latitude,longitude,confirmed,dead,recovered,updated
"Marion County, Indiana",39.83619,-86.1751759,3624,190,0,2020-04-18 01:41:02.433592+00:00
"Boone County, Missouri",39.0468547,-92.3813621,93,1,None,2020-04-19 01:40:27.495960+00:00
"Anderson County, Kentucky",37.998648,-84.981754,7,1,0,2020-04-18 01:41:02.433592+00:00
Molise,41.55774754,14.65916051,269,16,44,2020-04-19 01:41:41.863085+00:00
Marche,43.61675973,13.5188753,5721,795,1754,2020-04-19 01:41:41.852173+00:00
Araçoiaba,-7.7890434,-35.0924127,2,0,None,2020-04-19 01:22:15.501523+00:00
"Grant County, Kentucky",38.6565245,-84.6479124,16,1,None,2020-04-19 01:40:27.495960+00:00
"Cheboygan County, Michigan",45.5472257,-84.5636283,14,1,0,2020-04-18 01:41:02.433592+00:00
"Bolivar County, Mississippi",33.8829962,-90.8294002,79,5,0,2020-04-18 01:41:02.433592+00:00
"Ralls County, Missouri",39.5582351,-91.5983959,1,0,None,2020-04-19 01:40:27.495960+00:00
Piemonte,45.0732745,7.680687483,20464,2252,3989,2020-04-19 01:41:41.873887+00:00
"Woodford County, Illinois",40.7128889,-89.1705998,11,0,None,2020-04-19 01:40:27.495960+00:00
"Buena Vista County, Iowa",42.6705452,-95.1432068,2,0,None,2020-04-19 01:40:27.495960+00:00
"Lafourche County, Louisiana",29.6952295,-90.5257823,560,22,0,2020-04-18 01:41:02.433592+00:00
"Perry County, Missouri",37.723555,-89.7755338,41,0,0,2020-04-18 01:41:02.433592+00:00
"Chariton County, Missouri",39.5301517,-93.0175712,4,0,None,2020-04-19 01:40:27.495960+00:00
Jalisco,20.6595382,-103.3494376,190,13,87,2020-04-19 01:41:33.793075+00:00
"Montgomery County, Missouri",38.9365599,-91.4821482,7,0,None,2020-04-19 01:40:27.495960+00:00
"Lincoln County, Washington",47.5320525,-118.4701194,2,0,None,2020-04-19 01:40:27.495960+00:00
"Nodaway County, Missouri",40.2907281,-94.8105955,3,0,None,2020-04-19 01:40:27.495960+00:00
"St. Francois County, Missouri",37.7652755,-90.4879916,24,1,None,2020-04-19 01:40:27.495960+00:00
"Lewis and Clark County, Montana",47.2963974,-112.4029787,17,0,None,2020-04-19 01:40:27.495960+00:00
"Wake County, North Carolina",35.8031909,-78.5660852,579,4,0,2020-04-18 01:41:02.433592+00:00
"San Miguel County, New Mexico",35.5117793,-104.8454619,2,0,None,2020-04-19 01:40:27.495960+00:00
"Onslow County, North Carolina",34.6540094,-77.4701972,37,1,0,2020-04-18 01:41:02.433592+00:00
"Trousdale County, Tennessee",36.396385,-86.1548269,20,1,None,2020-04-19 01:40:27.495960+00:00
"Wirt County, West Virginia",39.0436093,-81.3839326,2,0,None,2020-04-19 01:40:27.495960+00:00
Weert,51.2439415,5.7142222,56,None,None,2020-04-19 01:41:41.340927+00:00
São Sebastião do Paraíso,-20.9170859,-46.9841444,1,1,None,2020-04-19 01:22:29.259313+00:00
Piratininga,-22.4167662,-49.1371619,3,0,None,2020-04-19 01:22:26.047875+00:00
Porciúncula,-20.9678604,-42.0410655,1,0,None,2020-04-19 01:22:26.222310+00:00
Porto Acre,-9.5938632,-67.5415585,1,0,None,2020-04-19 01:22:26.245288+00:00
Gondia,21.4549477,80.1960712,1,0,1,2020-04-19 01:22:56.268002+00:00
Gir Somnath,21.0119385,70.7168469,2,0,1,2020-04-19 01:22:57.867190+00:00
"Hamilton County, Indiana",40.0372797,-86.0529604,563,35,0,2020-04-18 01:41:02.433592+00:00
"Union County, Illinois",37.5086525,-89.2847251,5,0,0,2020-04-18 01:41:02.433592+00:00
"Williamson County, Illinois",37.7183241,-88.864698,13,0,None,2020-04-19 01:40:27.495960+00:00
"Riley County, Kansas",39.3686475,-96.8350999,27,0,None,2020-04-17 01:40:29.788163+00:00
Enfield,51.6622909,-0.1180651,667,None,None,2020-04-18 15:02:36+00:00
"Jessamine County, Kentucky",37.895573,-84.564147,33,0,0,2020-04-18 01:41:02.433592+00:00
Aracati,-4.5612094,-37.7688612,4,1,None,2020-04-19 01:22:15.270325+00:00
Bento Gonçalves,-29.1667089,-51.5169861,13,0,None,2020-04-19 01:22:16.324043+00:00
"Quitman County, Georgia",31.8485969,-84.981754,3,1,None,2020-04-19 01:40:27.495960+00:00
Ituberá,-13.7360329,-39.1465637,1,0,None,2020-04-19 01:22:22.687714+00:00
Langfang,39.538047,116.683752,30,0,30,2020-04-19 01:22:33.698233+00:00
Shijiazhuang,38.042805,114.514893,29,0,29,2020-04-19 01:22:33.698233+00:00
"Somerset County, Maryland",38.0862333,-75.8533954,10,0,0,2020-04-18 01:41:02.433592+00:00
Lazio,41.89277044,12.48366722,5668,340,1046,2020-04-19 01:41:41.819322+00:00
Lombardia,45.46679409,9.190347404,65381,12050,19136,2020-04-19 01:41:41.841223+00:00
Munhoz,-22.6124587,-46.3630169,3,0,None,2020-04-19 01:22:24.591193+00:00
"Goodhue County, Minnesota",44.4430251,-92.6983868,19,0,0,2020-04-18 01:41:02.433592+00:00
"Saline County, Missouri",39.1943564,-93.1779659,60,0,0,2020-04-18 01:41:02.433592+00:00
"Benzie County, Michigan",44.678277,-86.2970998,2,0,0,2020-04-18 01:41:02.433592+00:00
"Kittson County, Minnesota",48.7563083,-96.865445,1,0,0,2020-04-18 01:41:02.433592+00:00
"Guadalupe County, New Mexico",34.8235801,-104.8454619,1,0,0,2020-04-18 01:41:02.433592+00:00
Chengde,40.952942,117.96275,7,0,7,2020-04-19 01:22:33.698233+00:00
"Berrien County, Michigan",42.0320742,-86.7416374,153,8,0,2020-04-18 01:41:02.433592+00:00
"Carter County, Missouri",36.9073725,-90.9438468,3,1,None,2020-04-19 01:40:27.495960+00:00
"Red River County, Louisiana",32.0842949,-93.3792057,19,3,0,2020-04-18 01:41:02.433592+00:00
"Calcasieu Parish, Louisiana",30.2089286,-93.3388917,309,16,None,2020-04-19 01:40:27.495960+00:00
"LaPorte County, Indiana",41.4775131,-86.8220341,134,5,0,2020-04-18 01:41:02.433592+00:00
Capanema,-1.2056483,-47.178192,1,0,None,2020-04-19 01:22:17.556998+00:00
"Wright County, Missouri",37.3555654,-92.539603,9,0,None,2020-04-19 01:40:27.495960+00:00
"Liberty County, Montana",48.4917189,-110.9704148,1,0,None,2020-04-19 01:40:27.495960+00:00
"Queen Anne's County, Maryland",39.0263572,-76.1319953,24,2,0,2020-04-18 01:41:02.433592+00:00
"Lancaster County, Nebraska",40.8471492,-96.663812,63,0,None,2020-04-19 01:40:27.495960+00:00
"Clark County, Nevada",36.0795613,-115.094045,2882,133,0,2020-04-18 01:41:02.433592+00:00
Simpelveld,50.8340269,5.9826108,17,None,None,2020-04-19 01:41:40.665618+00:00
"Toole County, Montana",48.6974247,-111.6408212,29,4,None,2020-04-19 01:40:27.495960+00:00
"Elko County, Nevada",41.2220182,-115.2837585,12,1,None,2020-04-19 01:40:27.495960+00:00
"Washington County, North Carolina",35.8120333,-76.5950555,19,2,0,2020-04-18 01:41:02.433592+00:00
Espumoso,-28.7245183,-52.8444231,1,0,None,2020-04-19 01:22:19.084094+00:00
"Harrison County, Texas",32.5539228,-94.315422,42,4,0,2020-04-18 01:41:02.433592+00:00
"Henry County, Virginia",36.6588867,-79.9640339,10,0,None,2020-04-19 01:40:27.495960+00:00
Greenwich,51.4933675,0.0098214,555,None,None,2020-04-18 15:02:36+00:00
Newcastle upon Tyne,54.978252,-1.61778,686,None,None,2020-04-18 15:02:36+00:00
"Hampden County, Massachusetts",42.1172314,-72.6624209,2254,181,0,2020-04-18 01:41:02.433592+00:00
Canavieiras,-15.6773592,-38.9452099,3,0,None,2020-04-19 01:22:17.407034+00:00
Capivari de Baixo,-28.4605555,-48.9505159,1,0,None,2020-04-19 01:22:17.626624+00:00
"Horry County, South Carolina",33.9196567,-78.9288242,176,12,0,2020-04-18 01:41:02.433592+00:00
"Wilbarger County, Texas",34.0688089,-99.2785583,1,0,None,2020-04-19 01:40:27.495960+00:00
"Ferry County, Washington",48.4718375,-118.4974069,1,0,None,2020-04-19 01:40:27.495960+00:00
The field comes to Tianjin,39.3433574,117.3616476,6,0,6,2020-04-19 01:22:33.698233+00:00
Dazhou,31.209571,107.468023,42,0,42,2020-04-19 01:22:33.698233+00:00
"Scott County, Kansas",38.562531,-100.8903099,1,0,None,2020-04-19 01:40:27.495960+00:00
"Morgan County, Kentucky",37.9145713,-83.2934086,1,0,None,2020-04-19 01:40:27.495960+00:00
"Barry County, Missouri",36.6345264,-93.8248241,3,0,None,2020-04-19 01:40:27.495960+00:00
"St. Charles County, Missouri",38.7338885,-90.8294002,438,18,0,2020-04-18 01:41:02.433592+00:00
"Gosper County, Nebraska",40.4604851,-99.8124935,3,0,None,2020-04-19 01:40:27.495960+00:00
"Hall County, Nebraska",40.8817333,-98.5721016,403,5,None,2020-04-17 01:40:29.788163+00:00
"Hamilton County, Nebraska",40.919722,-98.0465185,16,1,None,2020-04-17 01:40:29.788163+00:00
"San Juan County, New Mexico",36.3882439,-108.2377519,260,14,0,2020-04-18 01:41:02.433592+00:00
"Hoke County, North Carolina",35.0432488,-79.2451149,23,0,0,2020-04-18 01:41:02.433592+00:00
Tarn,43.9264401,1.9881527,118,15,58,2020-04-19 01:41:44.243626+00:00
Bezerros,-8.2414964,-35.7570657,1,0,None,2020-04-19 01:22:16.347472+00:00
Campos do Jordão,-22.7428673,-45.5963557,1,0,None,2020-04-19 01:22:17.350835+00:00
Chengdu,30.572815,104.066801,166,3,159,2020-04-19 01:22:33.698233+00:00
"Franklin County, Georgia",34.3645724,-83.2077645,10,0,None,2020-04-19 01:40:27.495960+00:00
"Lake County, Indiana",41.4897279,-87.3016132,1095,43,0,2020-04-18 01:41:02.433592+00:00
"Knott County, Kentucky",37.3461117,-82.9931607,3,0,0,2020-04-18 01:41:02.433592+00:00
"Trigg County, Kentucky",36.8473642,-87.7763333,4,0,None,2020-04-19 01:40:27.495960+00:00
"Pemiscot County, Missouri",36.2195399,-89.8130356,12,0,0,2020-04-18 01:41:02.433592+00:00
"St. Clair County, Missouri",38.001146,-93.8248241,2,0,None,2020-04-19 01:40:27.495960+00:00
Hammersmith and Fulham,51.4990156,-0.22915,445,None,None,2020-04-18 15:02:36+00:00
Hackney and City of London,51.573445,-0.0724376,509,None,None,2020-04-14 14:42:09.438308+00:00
"Nuenen, Gerwen en Nederwetten",51.4782515,5.5568585,15,None,None,2020-04-19 01:41:40.118244+00:00
Panzhihua,26.582347,101.718637,16,0,16,2020-04-19 01:22:33.698233+00:00
"Huntingdon County, Pennsylvania",40.4155273,-78.0195387,12,0,None,2020-04-19 01:40:27.495960+00:00
Neijiang,29.580228,105.058433,22,0,22,2020-04-19 01:22:33.698233+00:00
"Dodge County, Nebraska",41.6472611,-96.663812,12,0,None,2020-04-19 01:40:27.495960+00:00
Capim Grosso,-11.3801768,-40.0068953,1,0,None,2020-04-19 01:22:17.580249+00:00
"Indiana County, Pennsylvania",40.6850762,-79.1096901,47,4,0,2020-04-18 01:41:02.433592+00:00
"Warren County, New Jersey",40.8841854,-74.9208772,543,39,0,2020-04-18 01:41:02.433592+00:00
Deyang,31.126855,104.397894,18,0,18,2020-04-19 01:22:33.698233+00:00
"Essex County, New Jersey",40.7947466,-74.2648829,9901,732,0,2020-04-18 01:41:02.433592+00:00
"Mingo County, West Virginia",37.7607801,-82.1713632,2,1,None,2020-04-19 01:40:27.495960+00:00
"Colfax County, New Mexico",36.5799757,-104.4723301,4,0,None,2020-04-19 01:40:27.495960+00:00
"Curry County, New Mexico",34.5751567,-103.2663479,10,0,None,2020-04-19 01:40:27.495960+00:00
"Eddy County, New Mexico",32.4170622,-104.4723301,9,1,None,2020-04-19 01:40:27.495960+00:00
"Lea County, New Mexico",32.8968816,-103.3587288,2,0,None,2020-04-19 01:40:27.495960+00:00
"Roosevelt County, New Mexico",33.9538388,-103.3587288,1,0,None,2020-04-19 01:40:27.495960+00:00
"Iredell County, North Carolina",35.8310501,-80.8986502,81,3,0,2020-04-18 01:41:02.433592+00:00
"Bowman County, North Dakota",46.0945462,-103.556038,1,0,None,2020-04-19 01:40:27.495960+00:00
"Wayne County, West Virginia",38.1598501,-82.4752757,75,0,0,2020-04-18 01:41:02.433592+00:00
"York County, Nebraska",40.7941448,-97.5247243,6,0,None,2020-04-19 01:40:27.495960+00:00
"Sullivan County, New Hampshire",43.3770392,-72.236379,10,0,0,2020-04-18 01:41:02.433592+00:00
"Bernalillo County, New Mexico",35.0177854,-106.6291304,527,23,0,2020-04-18 01:41:02.433592+00:00
"Marion County, Ohio",40.5518645,-83.1220074,983,1,0,2020-04-18 01:41:02.433592+00:00
Chihuahua,28.6329957,-106.0691004,115,26,3,2020-04-19 01:41:33.851025+00:00
Druten,51.8940837,5.5942725,20,None,None,2020-04-19 01:41:38.677872+00:00
Caracol,-29.3075048,-50.8517794,1,0,None,2020-04-19 01:22:17.682061+00:00
Pas-de-Calais,50.5732769,2.3244679,1150,148,527,2020-04-19 01:41:44.256812+00:00
Conceição do Araguaia,-8.2617601,-49.269347,1,0,None,2020-04-19 01:22:18.414405+00:00
Coxim,-18.5029929,-54.7492312,1,0,None,2020-04-19 01:22:18.600808+00:00
Espinosa,-14.9208652,-42.8110595,0,0,None,2020-04-19 01:22:19.073180+00:00
Suining,30.532847,105.592898,17,0,17,2020-04-19 01:22:33.698233+00:00
Glorinha,-29.8802999,-50.7738706,1,0,None,2020-04-19 01:22:19.601757+00:00
Tanguá,-22.7428038,-42.7205994,5,3,None,2020-04-19 01:22:29.420781+00:00
Nanchong,30.837793,106.110698,39,0,39,2020-04-19 01:22:33.698233+00:00
Nova Palma,-29.4714732,-53.469455,1,0,None,2020-04-19 01:22:24.862899+00:00
Sint-Michielsgestel,51.6413477,5.3528808,34,None,None,2020-04-19 01:41:40.687333+00:00
Formosa,-15.540641,-47.33571,3,0,None,2020-04-19 01:22:19.370639+00:00
Garça,-22.2131635,-49.6555394,1,0,None,2020-04-19 01:22:19.579496+00:00
Mianyang,31.46746,104.679004,22,0,22,2020-04-19 01:22:33.698233+00:00
"Cumberland County, Maine",43.8132979,-70.3870587,369,14,0,2020-04-18 01:41:02.433592+00:00
"Frederick County, Maryland",39.3844507,-77.4701972,557,31,0,2020-04-18 01:41:02.433592+00:00
"Scotts Bluff County, Nebraska",41.8140936,-103.6362715,18,0,None,2020-04-19 01:40:27.495960+00:00
"Adams County, Wisconsin",44.0196955,-89.7755338,4,1,None,2020-04-19 01:40:27.495960+00:00
Haringey,51.5906113,-0.1109709,483,None,None,2020-04-18 15:02:36+00:00
Abaeté,-19.15738,-45.4449975,1,0,None,2020-04-19 01:22:14.607256+00:00
Araci,-11.3393448,-38.9586018,1,1,None,2020-04-19 01:22:15.281154+00:00
Campos Gerais,-21.2370782,-45.7592067,1,0,None,2020-04-19 01:22:17.339629+00:00
"Craig County, Virginia",37.4465895,-80.2321313,2,0,None,2020-04-19 01:40:27.495960+00:00
"Fulton County, Pennsylvania",39.9048759,-78.1564432,2,0,None,2020-04-19 01:40:27.495960+00:00
"Greene County, Pennsylvania",39.8113005,-80.1875065,24,0,None,2020-04-19 01:40:27.495960+00:00
"Marquette County, Wisconsin",43.865322,-89.3226954,3,0,None,2020-04-19 01:40:27.495960+00:00
Zigong,29.33903,104.778442,9,0,9,2020-04-19 01:22:33.698233+00:00
"McKinley County, New Mexico",35.7152472,-108.2377519,356,5,0,2020-04-18 01:41:02.433592+00:00
"Rio Arriba County, New Mexico",36.6162892,-106.7234639,10,0,None,2020-04-19 01:40:27.495960+00:00
"Divide County, North Dakota",48.8056154,-103.582951,1,0,None,2020-04-19 01:40:27.495960+00:00
"Grafton County, New Hampshire",43.9087929,-71.825994,45,0,0,2020-04-18 01:41:02.433592+00:00
"Humphreys County, Mississippi",33.1677834,-90.5257823,12,3,None,2020-04-19 01:40:27.495960+00:00
Meishan,30.07728,103.848396,8,0,8,2020-04-19 01:22:33.698233+00:00
"Albany County, New York",42.5756797,-73.9359821,648,20,0,2020-04-18 01:41:02.433592+00:00
Adıyaman,37.76365,38.2772592,26,None,None,2020-04-19 01:22:49.041108+00:00
"Cottonwood County, Minnesota",44.0488692,-95.3102505,6,0,None,2020-04-19 01:40:27.495960+00:00
"East Feliciana Parish, Louisiana",30.8458948,-91.0203224,90,7,None,2020-04-19 01:40:27.495960+00:00
Heidenheim,48.6893963,10.1610948,375,26,None,2020-04-18 00:00:00+00:00
"Cortland County, New York",42.5440918,-75.9927652,25,1,None,2020-04-19 01:40:27.495960+00:00
"Cheshire County, New Hampshire",42.9259375,-72.236379,28,0,0,2020-04-18 01:41:02.433592+00:00
"Lynn County, Texas",33.1446401,-101.7979613,5,0,None,2020-04-19 01:40:27.495960+00:00
"Bronx County, New York",40.8370495,-73.8654295,27035,1845,None,2020-04-19 01:40:27.495960+00:00
"Essex County, New York",44.0107408,-73.9507728,16,0,0,2020-04-18 01:41:02.433592+00:00
"Caldwell County, Missouri",39.6660775,-93.9878427,2,0,None,2020-04-19 01:40:27.495960+00:00
"Lewis County, New York",43.840112,-75.4344727,8,3,None,2020-04-19 01:40:27.495960+00:00
"Franklin County, Pennsylvania",39.8923855,-77.6536125,106,0,0,2020-04-18 01:41:02.433592+00:00
"Jefferson County, Pennsylvania",41.147013,-78.9288242,2,0,None,2020-04-19 01:40:27.495960+00:00
"Otero County, New Mexico",32.6341716,-105.5943388,3,0,None,2020-04-19 01:40:27.495960+00:00
"Oneida County, Wisconsin",45.6750801,-89.4616564,6,0,None,2020-04-19 01:40:27.495960+00:00
"Greensville County, Virginia",36.6056886,-77.6077865,18,0,None,2020-04-19 01:40:27.495960+00:00
"Franklin County, Washington",46.4937363,-118.8672379,177,4,0,2020-04-18 01:41:02.433592+00:00
"Wyoming County, West Virginia",37.6339466,-81.5596427,1,0,None,2020-04-19 01:40:27.495960+00:00
Ede,52.0401675,5.6648594,51,None,None,2020-04-19 01:41:38.721640+00:00
"Madison County, Texas",30.9888479,-95.940971,2,0,0,2020-04-18 01:41:02.433592+00:00
Zandvoort,52.3711487,4.533355,10,None,None,2020-04-19 01:41:41.578523+00:00
Stadtverband Saarbrücken,49.2788534,6.9436906,1074,61,None,2020-04-18 00:00:00+00:00
Atibaia,-23.1175492,-46.5567066,22,1,None,2020-04-19 01:22:15.692851+00:00
Pratânia,-22.8094763,-48.6650438,2,0,None,2020-04-19 01:22:26.432021+00:00
Limeira,-22.5837903,-47.4097539,9,1,None,2020-04-19 01:22:23.491032+00:00
Limoeiro,-7.877335,-35.4450996,8,3,None,2020-04-19 01:22:23.513120+00:00
Londrina,-23.3044524,-51.1695824,78,5,None,2020-04-19 01:22:23.556784+00:00
Careiro,-3.8194468,-60.3612359,6,1,None,2020-04-19 01:22:17.770571+00:00
Porto Alegre,-30.0346471,-51.2176584,374,9,None,2020-04-19 01:22:26.256284+00:00
"Silver Bow County, Montana",45.8804293,-112.5843056,11,0,None,2020-04-19 01:40:27.495960+00:00
Taubaté,-23.0225753,-45.5486715,6,0,None,2020-04-19 01:22:29.508992+00:00
Ziyang,30.128901,104.627636,4,0,4,2020-04-19 01:22:33.698233+00:00
Leshan,29.552115,103.765678,3,0,3,2020-04-19 01:22:33.698233+00:00
"Bollinger County, Missouri",37.2115595,-90.0746767,3,0,None,2020-04-19 01:40:27.495960+00:00
Nova Venécia,-18.7074974,-40.3956184,3,0,None,2020-04-19 01:22:24.926667+00:00
Lagoa da Prata,-19.993828,-45.4874873,14,0,None,2020-04-19 01:22:23.293580+00:00
Novo Oriente,-5.5363404,-40.7731445,2,0,None,2020-04-19 01:22:24.969731+00:00
"Moniteau County, Missouri",38.5827118,-92.5792482,36,0,0,2020-04-18 01:41:02.433592+00:00
"Beaverhead County, Montana",45.2135118,-113.1093046,1,0,None,2020-04-19 01:40:27.495960+00:00
"Santa Fe County, New Mexico",35.3653705,-105.9699878,82,0,0,2020-04-18 01:41:02.433592+00:00
"Cumberland County, Virginia",37.5175385,-78.2476146,10,0,0,2020-04-18 01:41:02.433592+00:00
Lansingerland,51.9987144,4.5162627,35,None,None,2020-04-19 01:41:39.595538+00:00
Leeuwarden,53.2012334,5.7999133,32,None,None,2020-04-19 01:41:39.618013+00:00
"Allegany County, Maryland",39.6255251,-78.6114999,33,1,0,2020-04-18 01:41:02.433592+00:00
"Black Hawk County, Iowa",42.447804,-92.3813621,166,1,0,2020-04-18 01:41:02.433592+00:00
"Union County, Mississippi",34.459946,-88.9796776,9,1,None,2020-04-19 01:40:27.495960+00:00
"Henrico County, Virginia",37.5059332,-77.3324425,559,62,0,2020-04-18 01:41:02.433592+00:00
"Raleigh County, West Virginia",37.7381597,-81.2518833,7,0,None,2020-04-19 01:40:27.495960+00:00
"Carbon County, Montana",45.2820195,-109.100255,6,0,None,2020-04-19 01:40:27.495960+00:00
Leiderdorp,52.1509854,4.5281733,10,None,None,2020-04-19 01:41:39.640030+00:00
Aveyron,44.2179747,2.6189273,153,19,69,2020-04-19 01:41:44.220846+00:00
"St. Tammany County, Louisiana",30.4357418,-89.9253233,987,67,0,2020-04-18 01:41:02.433592+00:00
"Orange County, New York",41.3911653,-74.3118212,6514,211,0,2020-04-18 01:41:02.433592+00:00
"Fayette County, Pennsylvania",39.9272324,-79.6502105,66,3,None,2020-04-19 01:40:27.495960+00:00
"Hart County, Georgia",34.3500039,-82.9501558,5,0,None,2020-04-19 01:40:27.495960+00:00
"Jeff Davis County, Georgia",31.8234851,-82.605118,5,0,None,2020-04-19 01:40:27.495960+00:00
"Marshall County, Illinois",40.9972934,-89.3606298,3,0,0,2020-04-18 01:41:02.433592+00:00
"Monroe County, Illinois",38.2742526,-90.1869644,52,6,None,2020-04-19 01:40:27.495960+00:00
"Audubon County, Iowa",41.7326826,-94.976654,1,0,None,2020-04-19 01:40:27.495960+00:00
"Pulaski County, Illinois",37.2512419,-89.1324866,9,0,0,2020-04-18 01:41:02.433592+00:00
"Alcona County, Michigan",44.6727944,-83.6022398,1,0,None,2020-04-19 01:40:27.495960+00:00
Xishuangbanna,22.00881,100.79715,15,1,14,2020-04-19 01:22:33.698233+00:00
"Boone County, West Virginia",37.9838605,-81.734942,2,0,None,2020-04-19 01:40:27.495960+00:00
"Barnes County, North Dakota",46.926176,-98.1222338,3,0,0,2020-04-18 01:41:02.433592+00:00
"King and Queen County, Virginia",37.7298568,-76.8951551,2,0,None,2020-04-19 01:40:27.495960+00:00
"Los Alamos County, New Mexico",35.8496249,-106.3228338,6,0,None,2020-04-19 01:40:27.495960+00:00
"Cattaraugus County, New York",42.2318132,-78.7476208,34,0,None,2020-04-19 01:40:27.495960+00:00
Bloemendaal,52.4049474,4.6201852,6,None,None,2020-04-19 01:41:38.216264+00:00
"Charlton County, Georgia",30.7917361,-82.0842901,5,0,None,2020-04-19 01:40:27.495960+00:00
Boxtel,51.601437,5.3121773,19,None,None,2020-04-19 01:41:38.293245+00:00
Bronckhorst,52.0755954,6.1808918,7,None,None,2020-04-19 01:41:38.326166+00:00
